wl_r_RAW,qe_r_RAW,wl_g_RAW,qe_g_RAW,wl_b_RAW,qe_b_RAW,wl,qe_r,qe_g,qe_b
6.505376344086022300e+02,3.348318348318348736e-01,9.586021505376345431e+02,6.443556443556444635e-02,7.279569892473119808e+02,4.445554445554446288e-02,4.900000000000000000e+02,1.364038000000000056e-02,2.120427300000000126e-01,3.268580799999999953e-01
6.591397849462366594e+02,3.348318348318348736e-01,9.623655913978495846e+02,6.043956043956044688e-02,7.365591397849462965e+02,4.845154845154844847e-02,4.925000000000000000e+02,1.522838999999999963e-02,2.358051399999999964e-01,3.114414500000000086e-01
6.645161290322581635e+02,3.374958374958374474e-01,9.774193548387098645e+02,4.312354312354313435e-02,7.467741935483871885e+02,5.044955044955044821e-02,4.950000000000000000e+02,1.414452000000000070e-02,2.489683199999999930e-01,2.864239100000000038e-01
6.677419354838710888e+02,3.308358308358307909e-01,1.002688172043010923e+03,2.780552780552780767e-02,7.559139784946237342e+02,5.111555111555111941e-02,4.975000000000000000e+02,1.008944999999999981e-02,2.495605399999999974e-01,2.662244999999999751e-01
6.698924731182796677e+02,3.195138195138195192e-01,1.031720430107526909e+03,1.648351648351648047e-02,7.629032258064517009e+02,4.711954711954711994e-02,5.000000000000000000e+02,5.602590000000000174e-03,2.522266000000000230e-01,2.502022899999999939e-01
6.725806451612903629e+02,3.028638028638028779e-01,1.061290322580645352e+03,6.493506493506495669e-03,7.704301075268817840e+02,5.444555444555446155e-02,5.025000000000000000e+02,9.136949999999999586e-03,2.796719200000000183e-01,2.351559099999999958e-01
6.741935483870968255e+02,2.848817848817848386e-01,1.080107526881720560e+03,3.829503829503838608e-03,7.790322580645162134e+02,6.376956376956377515e-02,5.050000000000000000e+02,1.437486999999999966e-02,3.030609300000000061e-01,2.235309600000000008e-01
6.774193548387097508e+02,2.722277722277722800e-01,1.093010752688172261e+03,2.497502497502496199e-03,7.887096774193549891e+02,9.307359307359308609e-02,5.075000000000000000e+02,1.668033000000000016e-02,3.126567399999999886e-01,2.150893000000000110e-01
6.817204301075269086e+02,2.642357642357642256e-01,1.100000000000000000e+03,2.497502497502496199e-03,7.940860215053764932e+02,1.150516150516150693e-01,5.100000000000000000e+02,1.824380000000000099e-02,3.392753199999999913e-01,2.034721600000000130e-01
6.876344086021506428e+02,2.735597735597735669e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,8.010752688172044600e+02,1.403596403596403530e-01,5.125000000000000000e+02,1.858498000000000094e-02,3.563682599999999923e-01,1.825051099999999982e-01
6.903225806451613380e+02,2.895437895437895648e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,8.107526881720431220e+02,1.630036630036630074e-01,5.150000000000000000e+02,1.736675999999999845e-02,3.599396999999999736e-01,1.545968899999999868e-01
6.978494623655915348e+02,3.035298035298035213e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,8.204301075268818977e+02,1.769896769896769917e-01,5.175000000000000000e+02,1.631339000000000053e-02,3.587624799999999947e-01,1.299893000000000021e-01
